Unnamed: 0,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist,Release Year,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
930,Fire Emblem: Awakening,2012-04-19,"['Intelligent Systems Co., Ltd.', 'Nintendo']",3.8,1.2K,1.2K,"['Adventure', 'Rpg', 'Strategy']","Armies Clash As The World Burns. As An Inevitable War Draws Ever Closer, You Must Stand With Chrom And His Forces--Knights, Mages, Archers, And More--Commanding Them Against The Armies Of Kingdoms, Empires, And The Dead Themselves.
             

              Plan Your Strategery. Move Your Troops On The Battlefield, Then Choose Their Weapon And Attack. Using The New Pair Up And Dual Systems, Support Your Attacks With The Help Of Nearby Allies And Watch Their Skills And Relationships Grow.","['The First Fire Emblem Game I Beat. I Loved It Sm, I Beat It In Like 2 Days, Playing It Almost Nonstop. This Game Made Me Love Fire Emblem', 'They Made Marth A Hot Woman Ðÿ˜‹', 'Yeah Cordelia Is Pretty Cute 0-0', 'This Game Has Some Of The Worst Writing In Rpg History But The Characters Are Charming And Also The Team Building In This One Is Very Addictive.', 'Better Than Conquest I Fear', 'Gave The Game Another Go And While It\'S Not As Bad As I Remember And There Was A Lot Of Parts I Thought Were Good, The Game Itself Is Just Super Boring. Most Of The Characters Are Too One Note For Me To Care Beyond ""Their Personality Trait Is Annoying"" Or ""I Like Their Personality Trait"" And The Story Itself Is Incredibly Uninteresting, Even Compared To Some Of The Weaker Fire Emblem Titles. It\'S A Shame That The Series Went The Direction It Did Since Awakening As A Launching Point Had A Lot Of Good Ideas And Potential But I Guess We Had To Run With Mostly The Bad Ones For Fates And Just Throw Shit At The Wall Until It Sticks After']",9500,287,2000,814,2012,849,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0
933,Mass Effect,2007-11-20,"['Bioware', 'Microsoft Game Studios']",3.8,1K,1K,"['Rpg', 'Shooter']","What Starts As A Routine Mission To An Agrarian Outpost Quickly Becomes The Opening Salvo In An Epic War. As The Newly Appointed Executive Officer Of The Ssv Normandy, You'Ll Assemble And Lead An Elite Squad Of Heroes Into Battle After Heart-Pounding Battle. Each Decision You Make Will Impact Not Only Your Fate, But The Destiny Of The Entire Galaxy In The Mass Effect Trilogy.
             

              Key Features:
             

              Incredible, Interactive Storytelling. Create And Customize Your Own Character, From Commander Shepard'S Appearance And Skills To A Personalized Arsenal. Unleash Devastating Abilities As You Command And Train. Your Decisions Will Control The Outcome Of Each Mission, Your Relationships With Your Crew And Ultimately The Entire War.
             

              An Amazing Universe To Explore. From The Massive Citadel To The Harsh, Radioactive Landscape Of The Krogan Home World – The Incredible Breadth Of The Mass Effect Universe Will Blow You Away. Travel To The Farthest Outposts Aboard The Ssv Normandy, The Most Technologically Advanced Ship In The Galaxy. You'Ll Follow The Clues Left By Ancient Civilizations, Discover Hidden Bases With Fantastic New Tech And Lead Your Hand-Picked Crew Into Explosive Alien Battles.
             

              Edge-Of-Your-Seat Excitement Meets Strategic Combat. Find The Perfect Combination Of Squad-Mates And Weapons For Each Battle If You Want To Lead Them To Victory. Sun-Tzu'S Advice Remains As Pertinent In 2183 As It Is Today – Know Your Enemy. You'Ll Need Different Tactics For A Squad Of Enemies With Devastating Biotic Attacks Than A Heavily Armored Geth Colossus So Choose Your Teams Wisely.","[""I'M Commander Shepard And This Is My Favorite Game On The Citadel."", 'Arguably The Best One, But I Think I Like 2 Better', 'Couple Of Interesting Ideas But With Very Annoying Gameplay And A Scattershot Story.', 'The Dumbest Thing I Did Was Name My Guy Neil Shepard, And Change His Look Slightly. He Looked Like A Dalle Guy.', ""(Played Before 2023)\N                     \N                     Mass Effect Is A Great Start. It Created A New Alien World That They Could Explore, It Let You Play How You Wanted Which Wasn'T Popular At The Time, And It Really Just Created A Lot Of Baselines For What The Series Would Take Advantage Of Later On. The Soundtrack Is Legendary, The Characters Are So Great, And The Combat Is... Okay. My Biggest Issue Was The Mako. Oh My God I Hate The Mako Sections. They'Re Boring, Awkward, Stupid, And I Hate Them. It Made Me Stop Doing Side Missions Partway Through Because I Just Didn'T Want To Drive Through The Mako Anymore. But Using Squadmates And Having Them Feel Like Team Members Was My Favorite Part, And I Loved Doing Different Missions With Different Companions. I Think It Definitely Didn'T Age As Well As The Others, But I Still Think It Is Worth Playing Because Of, Well, The Best Part: The Fact That Your Choices In This Game Effect The Series. That Is So Cool And I Don'T Think Enough Games Do This."", ""Me N The Boys & Girls & F Knows On Our Silly Little Space Adventures. What'S Not To Love?""]",10000,172,2000,774,2007,490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
933,Mass Effect,2007-11-20,"['Bioware', 'Microsoft Game Studios']",3.8,1K,1K,"['Rpg', 'Shooter']","What Starts As A Routine Mission To An Agrarian Outpost Quickly Becomes The Opening Salvo In An Epic War. As The Newly Appointed Executive Officer Of The Ssv Normandy, You'Ll Assemble And Lead An Elite Squad Of Heroes Into Battle After Heart-Pounding Battle. Each Decision You Make Will Impact Not Only Your Fate, But The Destiny Of The Entire Galaxy In The Mass Effect Trilogy.
             

              Key Features:
             

              Incredible, Interactive Storytelling. Create And Customize Your Own Character, From Commander Shepard'S Appearance And Skills To A Personalized Arsenal. Unleash Devastating Abilities As You Command And Train. Your Decisions Will Control The Outcome Of Each Mission, Your Relationships With Your Crew And Ultimately The Entire War.
             

              An Amazing Universe To Explore. From The Massive Citadel To The Harsh, Radioactive Landscape Of The Krogan Home World – The Incredible Breadth Of The Mass Effect Universe Will Blow You Away. Travel To The Farthest Outposts Aboard The Ssv Normandy, The Most Technologically Advanced Ship In The Galaxy. You'Ll Follow The Clues Left By Ancient Civilizations, Discover Hidden Bases With Fantastic New Tech And Lead Your Hand-Picked Crew Into Explosive Alien Battles.
             

              Edge-Of-Your-Seat Excitement Meets Strategic Combat. Find The Perfect Combination Of Squad-Mates And Weapons For Each Battle If You Want To Lead Them To Victory. Sun-Tzu'S Advice Remains As Pertinent In 2183 As It Is Today – Know Your Enemy. You'Ll Need Different Tactics For A Squad Of Enemies With Devastating Biotic Attacks Than A Heavily Armored Geth Colossus So Choose Your Teams Wisely.","[""I'M Commander Shepard And This Is My Favorite Game On The Citadel."", 'Arguably The Best One, But I Think I Like 2 Better', 'Couple Of Interesting Ideas But With Very Annoying Gameplay And A Scattershot Story.', 'The Dumbest Thing I Did Was Name My Guy Neil Shepard, And Change His Look Slightly. He Looked Like A Dalle Guy.', ""(Played Before 2023)\N                     \N                     Mass Effect Is A Great Start. It Created A New Alien World That They Could Explore, It Let You Play How You Wanted Which Wasn'T Popular At The Time, And It Really Just Created A Lot Of Baselines For What The Series Would Take Advantage Of Later On. The Soundtrack Is Legendary, The Characters Are So Great, And The Combat Is... Okay. My Biggest Issue Was The Mako. Oh My God I Hate The Mako Sections. They'Re Boring, Awkward, Stupid, And I Hate Them. It Made Me Stop Doing Side Missions Partway Through Because I Just Didn'T Want To Drive Through The Mako Anymore. But Using Squadmates And Having Them Feel Like Team Members Was My Favorite Part, And I Loved Doing Different Missions With Different Companions. I Think It Definitely Didn'T Age As Well As The Others, But I Still Think It Is Worth Playing Because Of, Well, The Best Part: The Fact That Your Choices In This Game Effect The Series. That Is So Cool And I Don'T Think Enough Games Do This."", ""Me N The Boys & Girls & F Knows On Our Silly Little Space Adventures. What'S Not To Love?""]",10000,172,2000,774,2007,3003,Mass Effect,PC,2008,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68
936,Fallout 3,2008-10-28,"['Zenimax Media', 'Bethesda Game Studios']",3.4,894,894,"['Rpg', 'Shooter']","Fallout 3 From The Creators Of The Award-Winning Oblivion, Featuring One Of The Most Realized Game Worlds Ever Created. Create Any Kind Of Character You Want And Explore The Open Wastes Of Post-Apocalyptic Washington D.C. Every Minute Is A Fight For Survival As You Encounter Super Mutants, Ghouls, Raiders And Other Dangers Of The Wasteland. Prepare For The Future.
             

              The Third Game In The Fallout Series, Fallout 3 Is A Singleplayer Action Role-Playing Game (Rpg) Set In A Post-Apocalyptic Washington Dc. Combining The Horrific Insanity Of The Cold War Era Theory Of Mutually Assured Destruction Gone Terribly Wrong, With The Kitschy Naivety Of American 1950S Nuclear Propaganda, Fallout 3 Will Satisfy Both Players Familiar With The Popular First Two Games In Its Series As Well As Those Coming To The Franchise For The First Time.","[""This Game Is Ugly And It Plays Like Garbage. But Bethesda Is The Master Of Making Ugly Garbage Charming And Fun. Fallout 3 Is The End Of An Era. Its The Last Game They Ever Made That Doesn'T Have Full 360 Degree Movement Animations."", 'Why Play This When You Can Play Fallout 4 Instead?', ""Wasn'T Allowed 18S But I Figured Out You Could Download Games Over The Internet, Using My Childhood Bank Card I Saved Up Fucking Pocket Money To Buy This. Used To Smash The Xbox Button When My Parents Came In The Room. It'S A Beast. Full Of Bugs, Really Silly, But I Wouldn'T Have It Any Other Way. I'Ll Love You Forever."", 'This Game Is My Son', 'Ive Seen My Fallout Dad More Than My Real Dad', 'An Elder Scrolls Game With Really Awkward To Fire Guns And Only 2 Towns With A Vomit Green Filter Is Still A Pretty Decent Game.']",12000,162,2000,589,2008,209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
936,Fallout 3,2008-10-28,"['Zenimax Media', 'Bethesda Game Studios']",3.4,894,894,"['Rpg', 'Shooter']","Fallout 3 From The Creators Of The Award-Winning Oblivion, Featuring One Of The Most Realized Game Worlds Ever Created. Create Any Kind Of Character You Want And Explore The Open Wastes Of Post-Apocalyptic Washington D.C. Every Minute Is A Fight For Survival As You Encounter Super Mutants, Ghouls, Raiders And Other Dangers Of The Wasteland. Prepare For The Future.
             

              The Third Game In The Fallout Series, Fallout 3 Is A Singleplayer Action Role-Playing Game (Rpg) Set In A Post-Apocalyptic Washington Dc. Combining The Horrific Insanity Of The Cold War Era Theory Of Mutually Assured Destruction Gone Terribly Wrong, With The Kitschy Naivety Of American 1950S Nuclear Propaganda, Fallout 3 Will Satisfy Both Players Familiar With The Popular First Two Games In Its Series As Well As Those Coming To The Franchise For The First Time.","[""This Game Is Ugly And It Plays Like Garbage. But Bethesda Is The Master Of Making Ugly Garbage Charming And Fun. Fallout 3 Is The End Of An Era. Its The Last Game They Ever Made That Doesn'T Have Full 360 Degree Movement Animations."", 'Why Play This When You Can Play Fallout 4 Instead?', ""Wasn'T Allowed 18S But I Figured Out You Could Download Games Over The Internet, Using My Childhood Bank Card I Saved Up Fucking Pocket Money To Buy This. Used To Smash The Xbox Button When My Parents Came In The Room. It'S A Beast. Full Of Bugs, Really Silly, But I Wouldn'T Have It Any Other Way. I'Ll Love You Forever."", 'This Game Is My Son', 'Ive Seen My Fallout Dad More Than My Real Dad', 'An Elder Scrolls Game With Really Awkward To Fire Guns And Only 2 Towns With A Vomit Green Filter Is Still A Pretty Decent Game.']",12000,162,2000,589,2008,300,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
936,Fallout 3,2008-10-28,"['Zenimax Media', 'Bethesda Game Studios']",3.4,894,894,"['Rpg', 'Shooter']","Fallout 3 From The Creators Of The Award-Winning Oblivion, Featuring One Of The Most Realized Game Worlds Ever Created. Create Any Kind Of Character You Want And Explore The Open Wastes Of Post-Apocalyptic Washington D.C. Every Minute Is A Fight For Survival As You Encounter Super Mutants, Ghouls, Raiders And Other Dangers Of The Wasteland. Prepare For The Future.
             

              The Third Game In The Fallout Series, Fallout 3 Is A Singleplayer Action Role-Playing Game (Rpg) Set In A Post-Apocalyptic Washington Dc. Combining The Horrific Insanity Of The Cold War Era Theory Of Mutually Assured Destruction Gone Terribly Wrong, With The Kitschy Naivety Of American 1950S Nuclear Propaganda, Fallout 3 Will Satisfy Both Players Familiar With The Popular First Two Games In Its Series As Well As Those Coming To The Franchise For The First Time.","[""This Game Is Ugly And It Plays Like Garbage. But Bethesda Is The Master Of Making Ugly Garbage Charming And Fun. Fallout 3 Is The End Of An Era. Its The Last Game They Ever Made That Doesn'T Have Full 360 Degree Movement Animations."", 'Why Play This When You Can Play Fallout 4 Instead?', ""Wasn'T Allowed 18S But I Figured Out You Could Download Games Over The Internet, Using My Childhood Bank Card I Saved Up Fucking Pocket Money To Buy This. Used To Smash The Xbox Button When My Parents Came In The Room. It'S A Beast. Full Of Bugs, Really Silly, But I Wouldn'T Have It Any Other Way. I'Ll Love You Forever."", 'This Game Is My Son', 'Ive Seen My Fallout Dad More Than My Real Dad', 'An Elder Scrolls Game With Really Awkward To Fire Guns And Only 2 Towns With A Vomit Green Filter Is Still A Pretty Decent Game.']",12000,162,2000,589,2008,2105,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99
937,Uncharted: Drake'S Fortune,2007-11-16,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (Scei)']",3.1,882,882,"['Adventure', 'Platform', 'Shooter']","A 400-Year-Old Clue In The Coffin Of Sir Francis Drake Sets A Modern-Day Fortune Hunter On An Exploration For The Fabled Treasure Of El Dorado, Leading To The Discovery Of A Forgotten Island In The Middle Of The Pacific Ocean.
             

              The Search Turns Deadly When Nathan Drake Becomes Stranded On The Island And Hunted By Mercenaries. Outnumbered And Outgunned, Drake And His Companions Must Fight To Survive As They Begin To Unravel The Terrible Secrets Hidden On The Island.","[""It Gets A Bit Repetitive And Leaves No Time To Appreciate The Game To It'S Fullest With Enemies On Every Single Place You Go. If This Wasn'T So Short, I Probably Wouldn'T Have Finished It."", 'It’S Aight', 'Great Foundation For The Rest Of The Series, But Imo This Game Isn’T Very Good. A Bland Island Setting That Rarely Changes With A Tedious Gameplay Loop Filled With Bad Puzzles And Repetitive Gunplay (Fuck Bullet Sponge Enemies If They’Re Just Normal Human Beings). Only Thing That Is Great In This Game Is The Character Interactions And Every Actor  Gives It Their All Even Tho The Story Itself Isn’T Very Exciting. Also Fuck The Final Boss!', ""Not Fun, Not Much Else To Say. Only Other Thought Is It'S Wild That We Will Keep Reinventing The Old Pulp Serial Action Heroes In Every Medium And They Just Get Worse Every Time"", ""This Game Is Stuck Between Being An Action/Adventure Movie & Being A Cover Shooter, It Doesn'T Do Either Very Well But Nothing Bad Either."", 'N É Ruim Mas Tmb  N É Mt Bomkkk']",12000,98,1200,460,2007,211,Uncharted: Drake'S Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
940,Super Mario 3D Land,2011-11-03,"['Nintendo Ead', 'Nintendo']",3.5,1K,1K,['Platform'],"Super Mario 3D Land Is The Second 3D Super Mario Platformer For A Handheld Device, And The Successor To Super Mario Galaxy 2. The Game Is Closely Based On Side-Scrolling Mario Games, As It Combine Elements From Both Traditional 2D Mario Games And Modern Free-Roaming 3D Mario Games. It Also Introduces Elements Into The Series, Including Power-Ups And Gameplay Mechanics.","['Semplice Ritorno Al Classico Con La Formula In 3D. Nnonostante Sia Più Semplice Rimane Un Platformer Pregevole E Scorrevolissimo.', ""It'S Nice To See Mario Take Notes From Kirby And Have A Shockingly Good Post Game"", 'If You Forced An Ai To Make A Mario Game, This Is What You Would Get', 'Best 3D Mario Game Imo, I Am Not Biased', ""2D Mario Level Design But With Depth! I 100%Ed This Game And Frankly Don'T Remember Much Of It At All Which Is Kinda A Testament To Its Blandness I Guess. Even When This Game Came Out I Was Kinda Eh On It As I Like The More Collectathon Styled 3D Platformers More Than The Clear The Course Ones As They Have A Bit More Of A Vibe Going On With Em. The Game Is Good, But It Also Is A Mario Game That Is White Bread"", 'It’S Basically The Exact Same Thing As 3D World Which Means It’S Also Pretty Good.']",12000,146,1000,461,2011,54,Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,2.99,2.13,0.78,10.79
942,Silent Hill 3,2003-05-23,"['Konami', 'Team Silent']",4.2,1.1K,1.1K,"['Adventure', 'Puzzle']","Silent Hill 3 Is The Third Installment In The Silent Hill Survival Horror Series And A Direct Sequel To The First Game, Although This Is Kept Secret From The Player For Plot Twist Purposes. Like The Previous Entries, Silent Hill 3 Is A Survival Horror Combining Action-Based Combat And Puzzle-Solving, But Is Somewhat More Combat-Oriented Than The Preceding Installments. The Main Character Is Able To Side-Step And Block Some Attacks, But In General Shares With The Other Protagonists Of The Series Their Relative Ineptitude In Combat.","['This Is The First Time That Gross Designs Have Actually Scared Me.', ""A Jump Into The More Cult-Y Side Of The Series That I Really Didn'T Have Experience On, But Really Had Fun With Nonetheless. Half Of The Game Takes Place Outside Of Silent Hill, But Every Level Inside And Outside Of The Location Was A Clever, Disorienting Labyrinth That I Never Got Tired Of Running Through."", ""(Played Before 2023)\N                     \N                     Yep, I Think This Game Is Great. I Liked A Lot Of The Levels Minus The Sewers, I Think Heather Is A Really Cool Protagonist And Sticks Out From The Somewhat Bland, Boring Characters In The Rest Of The Series And Really Has A Personality Of Her Own, Not Just Going Through The Motions And Thinking For Herself. The Story Didn'T Have As Much Depth As The Original, And There Was A Few Little Plot Holes That I Didn'T Like But Overall, Just As Good As The Second One."", ""Heather Expectation: Aaaaaaa I Can'T Do This Shit'S Rusty And All The Doors Are Locked"", 'Mi Primer Acercamiento A La Franquicia, Muy Bueno Todo\N                     \N                     Heater A Veces Es Muy Gila\N                     \N                     (Pero Que Rica Que Esta La Muy Puta)', 'Why Cant I Be Her!!!!!. Mall Sequence Is Best Section In Any Silent Hill Game, The Monsters And Locations And Themes In This Game Play To Most Of My Greatest Fears, So This One Really Gets To Me On A More Emotional Level. Also End Of Small Sanctuary Is The Best Piece Of Music Ever Composed For A Video Game. Love']",4900,156,2000,1400,2003,2875,Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71
943,Call Of Duty: Modern Warfare 2,2009-11-10,"['Infinity Ward', 'Activision']",3.8,1K,1K,['Shooter'],"Call Of Duty: Modern Warfare 2 Is A First-Person Shooter Video Game Developed By Infinity Ward And Published By Activision For The Xbox 360 And Playstation 3 Video Game Consoles And The Microsoft Windows Operating System. Officially Announced On February 11, 2009, The Game Was Released Worldwide On November 10, 2009. It Is The Sixth Installment Of The Call Of Duty Series And The Direct Sequel To Call Of Duty 4: Modern Warfare, Continuing The Same Storyline, With Call Of Duty: Modern Warfare 3 Set To End The Storyline.","['Anyone Who Actually Enjoys This Game Needs Shock Therapy.', 'Oh Man, Nostalgia !', 'Why Shephard Why?', 'The Best Cod. People Can Try To Tell You Otherwise And There May Be Some Objectively Better Made Games Since But The Era Surrounding This Game When It Came Out Was Unmatched.', 'Missed The Multiplayer Wave For This, So Campaign Is Meh. Has 0 Nostalgia Value For Me. One Of The Worse Cods.', 'Certified Hood Classic']",14000,34,666,276,2009,37,Call Of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.63,0.08,1.29,13.51
943,Call Of Duty: Modern Warfare 2,2009-11-10,"['Infinity Ward', 'Activision']",3.8,1K,1K,['Shooter'],"Call Of Duty: Modern Warfare 2 Is A First-Person Shooter Video Game Developed By Infinity Ward And Published By Activision For The Xbox 360 And Playstation 3 Video Game Consoles And The Microsoft Windows Operating System. Officially Announced On February 11, 2009, The Game Was Released Worldwide On November 10, 2009. It Is The Sixth Installment Of The Call Of Duty Series And The Direct Sequel To Call Of Duty 4: Modern Warfare, Continuing The Same Storyline, With Call Of Duty: Modern Warfare 3 Set To End The Storyline.","['Anyone Who Actually Enjoys This Game Needs Shock Therapy.', 'Oh Man, Nostalgia !', 'Why Shephard Why?', 'The Best Cod. People Can Try To Tell You Otherwise And There May Be Some Objectively Better Made Games Since But The Era Surrounding This Game When It Came Out Was Unmatched.', 'Missed The Multiplayer Wave For This, So Campaign Is Meh. Has 0 Nostalgia Value For Me. One Of The Worse Cods.', 'Certified Hood Classic']",14000,34,666,276,2009,56,Call Of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.69,0.38,1.63,10.69
943,Call Of Duty: Modern Warfare 2,2009-11-10,"['Infinity Ward', 'Activision']",3.8,1K,1K,['Shooter'],"Call Of Duty: Modern Warfare 2 Is A First-Person Shooter Video Game Developed By Infinity Ward And Published By Activision For The Xbox 360 And Playstation 3 Video Game Consoles And The Microsoft Windows Operating System. Officially Announced On February 11, 2009, The Game Was Released Worldwide On November 10, 2009. It Is The Sixth Installment Of The Call Of Duty Series And The Direct Sequel To Call Of Duty 4: Modern Warfare, Continuing The Same Storyline, With Call Of Duty: Modern Warfare 3 Set To End The Storyline.","['Anyone Who Actually Enjoys This Game Needs Shock Therapy.', 'Oh Man, Nostalgia !', 'Why Shephard Why?', 'The Best Cod. People Can Try To Tell You Otherwise And There May Be Some Objectively Better Made Games Since But The Era Surrounding This Game When It Came Out Was Unmatched.', 'Missed The Multiplayer Wave For This, So Campaign Is Meh. Has 0 Nostalgia Value For Me. One Of The Worse Cods.', 'Certified Hood Classic']",14000,34,666,276,2009,2349,Call Of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89
944,The Walking Dead: Season One,2012-04-24,"['Telltale Games', 'Sony Computer Entertainment']",4.0,1.2K,1.2K,"['Adventure', 'Point-And-Click']","The Walking Dead: Season One (Also Known As The Walking Dead: The Game) Is An Episodic Interactive Drama Graphic Adventure Video Game Developed And Published By Telltale Games. Based On Robert Kirkman'S The Walking Dead Comic Book Series, The Game Consists Of Five Episodes, Released Between April And November 2012. It Is Available For Android, Ios, Kindle Fire Hdx, Microsoft Windows, Mac Os X, Playstation 3, Playstation Vita, Xbox 360, Playstation 4 And Xbox One. The Game Is The First Of The Walking Dead Video Game Series Published By Telltale.","['Its Hard To Recommend This As A Game But If You Want A Good Story Here It Is.', ""The Walking Dead Was A Fantastic Journey With A Lot Of Interesting Ideas Of Where Point N' Clicks Could Go."", 'Fun Game! Made Me Cry', 'Never Really Reached The Same Highs As This Season. 2 And 3 Were A Downward Slope From Her', 'Não Foram Poucos Os Momentos Em Que Senti Verdadeiramente Que Minhas Escolhas Estavam Influenciando O Desfecho Do Game, Mesmo Que Subjetivamente. Isso Foi O Suficiente Para Me Emocionar Profundamente, Como Se Realmente Tivesse Imerso Nesse Mundo.', 'Locura Total Cuando Salió, La Pasé Hermoso']",12000,111,1100,467,2012,2600,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.25,0.03,0.11,0.79
944,The Walking Dead: Season One,2012-04-24,"['Telltale Games', 'Sony Computer Entertainment']",4.0,1.2K,1.2K,"['Adventure', 'Point-And-Click']","The Walking Dead: Season One (Also Known As The Walking Dead: The Game) Is An Episodic Interactive Drama Graphic Adventure Video Game Developed And Published By Telltale Games. Based On Robert Kirkman'S The Walking Dead Comic Book Series, The Game Consists Of Five Episodes, Released Between April And November 2012. It Is Available For Android, Ios, Kindle Fire Hdx, Microsoft Windows, Mac Os X, Playstation 3, Playstation Vita, Xbox 360, Playstation 4 And Xbox One. The Game Is The First Of The Walking Dead Video Game Series Published By Telltale.","['Its Hard To Recommend This As A Game But If You Want A Good Story Here It Is.', ""The Walking Dead Was A Fantastic Journey With A Lot Of Interesting Ideas Of Where Point N' Clicks Could Go."", 'Fun Game! Made Me Cry', 'Never Really Reached The Same Highs As This Season. 2 And 3 Were A Downward Slope From Her', 'Não Foram Poucos Os Momentos Em Que Senti Verdadeiramente Que Minhas Escolhas Estavam Influenciando O Desfecho Do Game, Mesmo Que Subjetivamente. Isso Foi O Suficiente Para Me Emocionar Profundamente, Como Se Realmente Tivesse Imerso Nesse Mundo.', 'Locura Total Cuando Salió, La Pasé Hermoso']",12000,111,1100,467,2012,2763,The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.14,0.0,0.05,0.75
944,The Walking Dead: Season One,2012-04-24,"['Telltale Games', 'Sony Computer Entertainment']",4.0,1.2K,1.2K,"['Adventure', 'Point-And-Click']","The Walking Dead: Season One (Also Known As The Walking Dead: The Game) Is An Episodic Interactive Drama Graphic Adventure Video Game Developed And Published By Telltale Games. Based On Robert Kirkman'S The Walking Dead Comic Book Series, The Game Consists Of Five Episodes, Released Between April And November 2012. It Is Available For Android, Ios, Kindle Fire Hdx, Microsoft Windows, Mac Os X, Playstation 3, Playstation Vita, Xbox 360, Playstation 4 And Xbox One. The Game Is The First Of The Walking Dead Video Game Series Published By Telltale.","['Its Hard To Recommend This As A Game But If You Want A Good Story Here It Is.', ""The Walking Dead Was A Fantastic Journey With A Lot Of Interesting Ideas Of Where Point N' Clicks Could Go."", 'Fun Game! Made Me Cry', 'Never Really Reached The Same Highs As This Season. 2 And 3 Were A Downward Slope From Her', 'Não Foram Poucos Os Momentos Em Que Senti Verdadeiramente Que Minhas Escolhas Estavam Influenciando O Desfecho Do Game, Mesmo Que Subjetivamente. Isso Foi O Suficiente Para Me Emocionar Profundamente, Como Se Realmente Tivesse Imerso Nesse Mundo.', 'Locura Total Cuando Salió, La Pasé Hermoso']",12000,111,1100,467,2012,4319,The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.01,0.08,0.45
944,The Walking Dead: Season One,2012-04-24,"['Telltale Games', 'Sony Computer Entertainment']",4.0,1.2K,1.2K,"['Adventure', 'Point-And-Click']","The Walking Dead: Season One (Also Known As The Walking Dead: The Game) Is An Episodic Interactive Drama Graphic Adventure Video Game Developed And Published By Telltale Games. Based On Robert Kirkman'S The Walking Dead Comic Book Series, The Game Consists Of Five Episodes, Released Between April And November 2012. It Is Available For Android, Ios, Kindle Fire Hdx, Microsoft Windows, Mac Os X, Playstation 3, Playstation Vita, Xbox 360, Playstation 4 And Xbox One. The Game Is The First Of The Walking Dead Video Game Series Published By Telltale.","['Its Hard To Recommend This As A Game But If You Want A Good Story Here It Is.', ""The Walking Dead Was A Fantastic Journey With A Lot Of Interesting Ideas Of Where Point N' Clicks Could Go."", 'Fun Game! Made Me Cry', 'Never Really Reached The Same Highs As This Season. 2 And 3 Were A Downward Slope From Her', 'Não Foram Poucos Os Momentos Em Que Senti Verdadeiramente Que Minhas Escolhas Estavam Influenciando O Desfecho Do Game, Mesmo Que Subjetivamente. Isso Foi O Suficiente Para Me Emocionar Profundamente, Como Se Realmente Tivesse Imerso Nesse Mundo.', 'Locura Total Cuando Salió, La Pasé Hermoso']",12000,111,1100,467,2012,8019,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18
944,The Walking Dead: Season One,2012-04-24,"['Telltale Games', 'Sony Computer Entertainment']",4.0,1.2K,1.2K,"['Adventure', 'Point-And-Click']","The Walking Dead: Season One (Also Known As The Walking Dead: The Game) Is An Episodic Interactive Drama Graphic Adventure Video Game Developed And Published By Telltale Games. Based On Robert Kirkman'S The Walking Dead Comic Book Series, The Game Consists Of Five Episodes, Released Between April And November 2012. It Is Available For Android, Ios, Kindle Fire Hdx, Microsoft Windows, Mac Os X, Playstation 3, Playstation Vita, Xbox 360, Playstation 4 And Xbox One. The Game Is The First Of The Walking Dead Video Game Series Published By Telltale.","['Its Hard To Recommend This As A Game But If You Want A Good Story Here It Is.', ""The Walking Dead Was A Fantastic Journey With A Lot Of Interesting Ideas Of Where Point N' Clicks Could Go."", 'Fun Game! Made Me Cry', 'Never Really Reached The Same Highs As This Season. 2 And 3 Were A Downward Slope From Her', 'Não Foram Poucos Os Momentos Em Que Senti Verdadeiramente Que Minhas Escolhas Estavam Influenciando O Desfecho Do Game, Mesmo Que Subjetivamente. Isso Foi O Suficiente Para Me Emocionar Profundamente, Como Se Realmente Tivesse Imerso Nesse Mundo.', 'Locura Total Cuando Salió, La Pasé Hermoso']",12000,111,1100,467,2012,8694,The Walking Dead: Season One,XONE,2014,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16
